address,amount
0x6a07ea36da7850cc89be2523eb9423fbe7237061,832.2775246105726
0xec4fcd1aca723f8456999c5f5d7479dbe9528c11,541.013679639657
0x647c920102f251da87fb4d21aea5a322358f2721,520.5391118443603
0xde01051a9f9343252e7a74219296c4387378fa68,518.7244730832567
0x272817e6c8e7dbf3cb5d382fbfa0f53db4427d6a,476.7739978413753
0x788550d00579f66c06ce209d14056c8f2c0a8188,423.9252630846798
0xe107a20ce3836329a3c310e9a2da812cfb177f72,336.4400798977825
0xfc7e2b665062b127047171ebb5000d53880bc88c,313.9677960375544
0x000e8c608473dcee93021eb1d39fb4a7d7e7d780,270.49160412297704
0x6ff9ce211a9a7a984d3fd526b644b8f8bb6b68b8,257.65426936284587
0xc324f50e52a76cd967a51a9e41ed2a863bb9d831,244.20244782986634
0x3a2be14dbb1c679380d1f34a92caa128bee1fa77,243.59502889575919
0x5c134a50c9cad0531caea982cb4426a632a2c528,238.13555857267082
0x805c559b43565505cec1273801d5aab30fb91004,204.29383323623745
0xa4c8d9e4ec5f2831701a81389465498b83f9457d,196.83636293836733
0x07e9d06db58a77407db95d93fbe1275a46f97463,182.6843333231332
0xbf71ff2a9be34af7194ae2e6f3759b663643a49e,175.75932792666345
0x849b8c6ffbc13805ba510af899e9d63645f174a3,156.4500454194275
0xbc1043a7366ef7586eb56d7917c8cc5764e92020,150.21824712683352
0xdf2ba6bf1d1a2347b28d2e5869c338aebd8dae3b,146.99813919575655
0x2393f959c3dd3020ce88effe317be9453a9728f5,142.5278129882957
0x0334dc596588f9944b50e47eb75daee803642f5f,138.95250224317596
0x4d9ad4c310856a582b294726a4fa7a97b2169dc7,134.53268187888963
0x7338afb07db145220849b04a45243956f20b14d9,133.19622300267727
0xd5274da7fcd2d6ad9687db7eb0cda4616223ad7e,127.43991145005978
0xbc280becab2bf6ddc0c126e9179d27bb0ebe52a3,110.4761944182449
0xe51c270dfded5313e232ab39fd03b93aba0137fd,109.09112641407104
0x2649bb086552825ced34545388dbc40f6c51fea0,107.01181261285112
0x1ff4f8ad350fb5e2310ffab609f3e0739ae5f517,105.21629336803974
0x94a0575635ce1cb0cc241918eb3f5a4c92552e0d,104.77134397881106
0x52cba35123edeb68cf549ef0efb4cfc5854c0df4,100.05530710428678
0x261377cfb52e6fd3048b0ab991d991ee43ef2d4a,97.40920912454861
0x0e61dae710688c22d8f6d0c3fdd1735d27ddff8f,94.71441920967771
0x385bae68690c1b86e2f1ad75253d080c14fa6e16,93.83383683838966
0x14e27302100a769b3821333ea9276d77bb7f8832,92.55819688825731
0xbd9795a14035dba41bccfc563329aa6b197a0cbb,86.5750560720992
0x465b357bbac5f6f3bc78669db6980f9eaa21d0c2,85.23593249582606
0x790f54ae142a33ab64e6f558476eb1a6caab30dd,85.03238104834631
0x79ad42161a55840d1327c39d7b47d12d6cc4c68a,80.0131920794919
0xb67620e8c9e19592b616942f895153e2dcf9ccb6,78.2749644136118
0xd5404f9caf329b50a13c3de5ef6ecc39ab2d7571,77.85496435454915
0xf7434638a7d52e44859a55fcf7c13dc9ddc4b140,75.88109347811384
0x1148501cceb0f7679365c0b8eebb23305c523946,73.76861609630164
0xfe9182cd69f9feb2a22c8bb88d03dcbbdff77f11,73.22933150417784
0x8369b9defc618e5c7d9649ae523bbe92eea0e39a,72.3034452297317
0x0ce638e196f5141b9aa2fedc07ea158d94b458f9,72.16860248344302
0x0f45156f109e474295913d78036fa213b1745d5a,68.45567620265072
0xc8dda504356195ba5344e5a9826ce07dfeaa97b6,67.40624174693534
0x44fbef86239debd8e68a22a9ba58cd7ab6be6947,66.22748999529101
0x926bf90196781cf2161535d48af542889cac4d2e,65.03006532820054
0xa901368aec255b1e6df31edf8aa735ff16bb12a8,64.3265117602471
0xbbc25274b5b8bb6507b3078e38b56d8901fc4102,63.828746147353655
0x0a573bc3489d3dc339643ce50767c19eeb3fed70,63.43569290132346
0x375f95fb45811ace248adc5baee5228d91ffca50,60.02382696974767
0xaa32b085a44b3ae896c721d2eaf35dc93940d182,59.91849007467299
0x39de56518e136d472ef9645e7d6e1f7c6c8ed37b,59.44067429695922
0x855c4dca95adb9ce63f09b9899882c50ad9cfc8f,58.851986371298494
0xb7f996eb420fe850eae9296647460993fff2cd38,58.58737714847941
0x0f06b02d62f9d6015c6a76c2f0977debb56961bf,56.90974887140591
0x2459d93923cc940e3aa1935ead83ef8011534bb1,56.02264405338678
0x4500438afecbd49df90fc729095c39096002f05e,55.83476631757043
0xd49ca0fcb806d6aad3e40c9bd2bc52d5e031bd22,55.414353453596114
0xc610d02270c39a0581fe0137f5e93ae5053d3c66,54.96553604863768
0x843604564aa6fb2a28c06e20b02c30483bc2bcdc,53.58584471978251
0xabe780bdc3872b4dec16bd44b2bb999f9151ae28,52.97491734660634
0xf8deccaf8f60a0f64af61da2a87fd2c6c07426f8,52.13501106077793
0x596a7f60a430d3ea672ebd0268cd414a6607b463,52.068215914049
0xc4e24ff2dee71ff59a3bbb84989a1d2d2426b201,51.22934122854184
0xd2b6a7870c590674be5e3eb659b1833664e8226a,50.808530488569
0xdb08699e15caf56bfa0ed021b361c11ccf57fd68,50.1436723829942
0x97944e369a1af4040816f157134edca8e9f82ecd,49.46322460837562
0xf46a1f58cf4dfa84a34b7253c04b4b9fce3b5f73,48.081649924739395
0xf41274ad0ab41369ac87cc7cad9ccffc9303d777,47.97513455354255
0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd,46.84170354303507
0x9cb7f282b29e5769e2e4c08698184f9649b6087f,46.62789589210327
0x8f27fa136ff4da1796368380019029d81d12d06d,43.897672538582
0x48409735c07b31db8ecc0127561daa397c137497,43.62585784425527
0x7aa1fed31ff356dba66f551c232b5770442b41aa,43.39618585527741
0x3a28afb20ebb049541d553075a3ac54e18034aba,43.197482071751466
0x1ef5b6c5642d3e1bc8686d2b37383856c10aa13d,43.08682662544922
0x928baa371740e8ca4d5e49781e0edbe14eeda2a9,42.955882686734576
0xcf0afa96743819d52515bff99635a7978f2a856f,42.29966058331176
0x0f2437ff38e032596f2226873038230dcb22c485,42.04408061284343
0x9141d5284c701614a48b42bf4848ecc093f118f1,40.87051472904259
0xd87ecc6c74f486b044824a222326a96f696fcfa2,40.86504325454183
0x0c4b65beadb705b927ab68a1b00055f74579f997,40.83513095941369
0x76b20a25373250d1229070d8876c45a675e61d89,39.563773220688766
0x152b8c153e4f18bfe1cb3f2eaa563813c758e279,38.625738968227864
0x7aef2d7671efb00a7196eb4bbd8ee7a2ba0e5de2,38.28705689067123
0x3a2d016124df975850b84a6a970ecd5725bf793d,36.33402813143482
0x8107b00171a02f83d7a17f62941841c29c3ae60f,36.209287658160314
0x5b63b4929094c6a68c39f787939b5b318c47272c,35.803234188231855
0xc38899d01dc59a92e38cbe5feec9fadd0eb063b9,33.50776379473705
0xb84848ce4a46a44f06864b5decc2fe07b842cf30,33.175169330511736
0x5d8cb0742186ff7fb55932095567e8a10d95dfb5,33.0676485418978
0x999eccea3c4f9219b1b1b42b4830e62c26004b40,32.86643978354687
0xe26edca05417a65819295c49fc67272ab247d791,31.95290644239853
0xee1f07f88934c2811e3dcabdf438d975c3d62cd3,31.536467052717395
0x99ed04c212dd3929e9063bd78b26ef41858cb62c,31.325292562089512
0x3ad1029eda5130f499d3c80b4fe8004cd06cb5ad,30.973531363418733
0x84a6a7c0674a3aa03e09c026600cb46181821f07,30.43406315272814
0x544f28b77daafbb92ac35e5922ebede6113ad443,29.954764514868263
0x950a1d93c9d51409a6d537c49ad34cf42e01d31a,29.706513366004632
0x73913cc0481a59706d1f6183a8a66efd930ee2da,29.52519530341681
0xa6fb1a1fff573466295ed477219ca1419bc9a400,28.261069307422424
0x1ec2c4e7fff656f76c5a4992bd5efa7e7ff1a460,28.056820496093046
0xb97f255b37eef7d47dbe1debbecd1f2ecfc37abe,28.02261698254662
0x98691ce757cab86b72f19cba17adafdc5ba6db67,27.172783387201914
0xdc5bb4f6126a5ed7d99af7e56387db717c1042bd,26.956543722737013
0x360c309496dfd20a1147abf6ba8472fd27bef727,26.94708839731884
0x18d1eb6f4a74ab1d4704ec1688d87047efdb83d5,26.942170076659455
0xefb4c56a6c36ca49d352ea0d4f39785dae7d3f28,26.356758114114953
0x8061199a31983a077e691c08b2263a4cf5c24093,26.349296013445926
0x88aaf4a728e14748cea5e9a3ca1306ac567ba472,26.31007521337254
0x1e3567db9024c6af8d84e213c374326a9270b610,25.969450392554457
0xeae2faf973ac080625e53af28159419d2fef152c,25.862778059042988
0x4fc5a19e45de02592a4d0241869f969f68255e9c,25.532686714725443
0x1e121993b4a8bc79d18a4c409db84c100fff25f5,25.51051046704761
0x88a0a8c581b5f2c4c8413e07e62a0d1314f1b0ff,25.348801993151305
0xac8804add069588c88585868c10fce5bf85e64cc,24.968167224371808
0x6330a16d534b620831c1a26c551dbc5f896a692e,23.61063186478834
0xb18fbfe3d34fdc227eb4508cde437412b6233121,23.44696617021532
0x4bc959cded379c9f5e78f108370e81a16c2cfb14,23.435161620207477
0x6d0bbe84eba47434a0004fc65797b87ef1c913b7,23.407201380857153
0x13a4f78027605fa9c7f15296fdbc97240e8c7019,23.339891049545653
0x81eec27e8e98289732ac106632047896e6592604,23.06801687021458
0x10840431b90f516548e439caeeea74d7266a93fc,22.95116329480708
0xcae1b304a284c700d93c861ceebce054d837dbf3,22.63343855840766
0xce1f76ea807d282861ef802d06355c9a19bc82f5,22.488262421913063
0x6d159df1154651d664a9ff484220339dba85e0d8,22.043344535372757
0x65f570384d6cc157a15eac9bfd9da88364d59b7f,21.66871447442688
0xdaf584854eaefd27000ef3bfff4407bd3115a7ba,21.20422471028867
