address,amount
0x6a07ea36da7850cc89be2523eb9423fbe7237061,833.7624856102766
0xec4fcd1aca723f8456999c5f5d7479dbe9528c11,541.9789636835186
0x647c920102f251da87fb4d21aea5a322358f2721,521.4678648829229
0xde01051a9f9343252e7a74219296c4387378fa68,519.6499884183983
0x272817e6c8e7dbf3cb5d382fbfa0f53db4427d6a,473.7711068796985
0x788550d00579f66c06ce209d14056c8f2c0a8188,350.47266125690567
0xe107a20ce3836329a3c310e9a2da812cfb177f72,337.0403609129634
0xfc7e2b665062b127047171ebb5000d53880bc88c,314.52798169497316
0x000e8c608473dcee93021eb1d39fb4a7d7e7d780,270.97421896116816
0x6ff9ce211a9a7a984d3fd526b644b8f8bb6b68b8,258.1139796518989
0xc324f50e52a76cd967a51a9e41ed2a863bb9d831,244.6381571940346
0x3a2be14dbb1c679380d1f34a92caa128bee1fa77,244.02965449471577
0x805c559b43565505cec1273801d5aab30fb91004,204.6583371016732
0xa4c8d9e4ec5f2831701a81389465498b83f9457d,197.18756108278896
0x07e9d06db58a77407db95d93fbe1275a46f97463,183.01028122178482
0xbf71ff2a9be34af7194ae2e6f3759b663643a49e,176.07292013549716
0x849b8c6ffbc13805ba510af899e9d63645f174a3,156.72918574099089
0xdf2ba6bf1d1a2347b28d2e5869c338aebd8dae3b,147.26041529631195
0x2393f959c3dd3020ce88effe317be9453a9728f5,142.7821130713837
0x0334dc596588f9944b50e47eb75daee803642f5f,139.2004232076871
0x4d9ad4c310856a582b294726a4fa7a97b2169dc7,134.772716939153
0x7338afb07db145220849b04a45243956f20b14d9,133.43387353464303
0xd5274da7fcd2d6ad9687db7eb0cda4616223ad7e,127.66729149182845
0xe51c270dfded5313e232ab39fd03b93aba0137fd,109.28576830136035
0x2649bb086552825ced34545388dbc40f6c51fea0,107.20274455987452
0x94a0575635ce1cb0cc241918eb3f5a4c92552e0d,104.95827845090065
0x52cba35123edeb68cf549ef0efb4cfc5854c0df4,100.23382715855931
0x261377cfb52e6fd3048b0ab991d991ee43ef2d4a,97.58300797443302
0x385bae68690c1b86e2f1ad75253d080c14fa6e16,94.00125645989488
0x40051f6ce83bd4fc2145958e262a784b09771658,93.0360618509163
0x14e27302100a769b3821333ea9276d77bb7f8832,91.83336405344211
0x0e61dae710688c22d8f6d0c3fdd1735d27ddff8f,91.77682500321417
0xbd9795a14035dba41bccfc563329aa6b197a0cbb,86.72952447718369
0x790f54ae142a33ab64e6f558476eb1a6caab30dd,85.18409699144816
0x8861df23a1f37b33293e6deb8bf28b88c3731ceb,82.14781058618573
0x465b357bbac5f6f3bc78669db6980f9eaa21d0c2,79.91258046275708
0xb67620e8c9e19592b616942f895153e2dcf9ccb6,78.41462368106808
0xd5404f9caf329b50a13c3de5ef6ecc39ab2d7571,77.99387425212683
0xf7434638a7d52e44859a55fcf7c13dc9ddc4b140,75.43878931512249
0x0ce638e196f5141b9aa2fedc07ea158d94b458f9,74.64419848555544
0x1148501cceb0f7679365c0b8eebb23305c523946,73.90023507514695
0xfe9182cd69f9feb2a22c8bb88d03dcbbdff77f11,73.359988284041
0x8369b9defc618e5c7d9649ae523bbe92eea0e39a,72.43245003057697
0x0f45156f109e474295913d78036fa213b1745d5a,67.74493860269813
0xc8dda504356195ba5344e5a9826ce07dfeaa97b6,67.52650889001079
0x44fbef86239debd8e68a22a9ba58cd7ab6be6947,66.34565399328832
0x926bf90196781cf2161535d48af542889cac4d2e,65.14609286464731
0xa901368aec255b1e6df31edf8aa735ff16bb12a8,63.95198768527848
0xbc280becab2bf6ddc0c126e9179d27bb0ebe52a3,63.24800659705203
0x0a573bc3489d3dc339643ce50767c19eeb3fed70,62.94456410656656
0xbbc25274b5b8bb6507b3078e38b56d8901fc4102,62.58797690805639
0x375f95fb45811ace248adc5baee5228d91ffca50,60.13092230690069
0xaa32b085a44b3ae896c721d2eaf35dc93940d182,60.02539746828989
0x39de56518e136d472ef9645e7d6e1f7c6c8ed37b,59.02550416052018
0x855c4dca95adb9ce63f09b9899882c50ad9cfc8f,58.956990894347925
0xf71d161fdc3895f21612d79f15aa819b7a3d296a,58.95457847198094
0xb7f996eb420fe850eae9296647460993fff2cd38,58.69190955211623
0x0f06b02d62f9d6015c6a76c2f0977debb56961bf,57.01128802761048
0x2459d93923cc940e3aa1935ead83ef8011534bb1,56.1226004249811
0x4500438afecbd49df90fc729095c39096002f05e,55.93438747512599
0xd49ca0fcb806d6aad3e40c9bd2bc52d5e031bd22,55.03703638619646
0xc610d02270c39a0581fe0137f5e93ae5053d3c66,54.10016009629524
0x843604564aa6fb2a28c06e20b02c30483bc2bcdc,53.68145332051014
0xabe780bdc3872b4dec16bd44b2bb999f9151ae28,53.06943592231708
0xf8deccaf8f60a0f64af61da2a87fd2c6c07426f8,52.22803106414834
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,51.62132850097368
0xc4e24ff2dee71ff59a3bbb84989a1d2d2426b201,51.320745323348454
