address,amount
0x6a07ea36da7850cc89be2523eb9423fbe7237061,823.6949349727885
0x272817e6c8e7dbf3cb5d382fbfa0f53db4427d6a,709.8971309520424
0xec4fcd1aca723f8456999c5f5d7479dbe9528c11,542.3026221131889
0xde01051a9f9343252e7a74219296c4387378fa68,513.3752966896824
0x788550d00579f66c06ce209d14056c8f2c0a8188,419.55367252437014
0xc39a192053524069b6b88bb479270f6f6e5acab6,357.0899257964058
0xfc7e2b665062b127047171ebb5000d53880bc88c,310.73010587629403
0x000e8c608473dcee93021eb1d39fb4a7d7e7d780,267.70224796471757
0x6ff9ce211a9a7a984d3fd526b644b8f8bb6b68b8,254.99729401871517
0xc324f50e52a76cd967a51a9e41ed2a863bb9d831,241.6841899936394
0x3a2be14dbb1c679380d1f34a92caa128bee1fa77,241.08303486853288
0x789a9fe9d50ecf6f16022b93ba90b65a4a04bf5d,211.47343378096335
0x7a601f344f1c7353ebe5cc0f6f8bcc3e7aae143a,184.97082323921254
0xbf71ff2a9be34af7194ae2e6f3759b663643a49e,173.94686736873464
0xbc1043a7366ef7586eb56d7917c8cc5764e92020,148.6691706071953
0xdf2ba6bf1d1a2347b28d2e5869c338aebd8dae3b,145.48226898548577
0x0334dc596588f9944b50e47eb75daee803642f5f,137.51960003131524
0x4d9ad4c310856a582b294726a4fa7a97b2169dc7,133.1684870607267
0xd5274da7fcd2d6ad9687db7eb0cda4616223ad7e,126.12572906364584
0xe51c270dfded5313e232ab39fd03b93aba0137fd,107.9661598693194
0x1ff4f8ad350fb5e2310ffab609f3e0739ae5f517,104.13128477116682
0x94a0575635ce1cb0cc241918eb3f5a4c92552e0d,103.69092377691986
0x52cba35123edeb68cf549ef0efb4cfc5854c0df4,99.02351948950005
0x261377cfb52e6fd3048b0ab991d991ee43ef2d4a,96.40470852933154
0x465b357bbac5f6f3bc78669db6980f9eaa21d0c2,95.45021719791984
0x0e61dae710688c22d8f6d0c3fdd1735d27ddff8f,93.7377077536786
0x385bae68690c1b86e2f1ad75253d080c14fa6e16,92.86620609995357
0xc610d02270c39a0581fe0137f5e93ae5053d3c66,92.18721967713677
0x14e27302100a769b3821333ea9276d77bb7f8832,91.6037207693968
0xbd9795a14035dba41bccfc563329aa6b197a0cbb,85.68227913512418
0x790f54ae142a33ab64e6f558476eb1a6caab30dd,84.15551244276534
0x79ad42161a55840d1327c39d7b47d12d6cc4c68a,79.82929870147046
0xb67620e8c9e19592b616942f895153e2dcf9ccb6,77.64128048978232
0xd5404f9caf329b50a13c3de5ef6ecc39ab2d7571,77.05211051005533
0xf7434638a7d52e44859a55fcf7c13dc9ddc4b140,75.09859453115055
0x2c21dadf11f077c44e80d15d88c3fcf73f3d8cc0,74.84867157508694
0x926bf90196781cf2161535d48af542889cac4d2e,74.38139018017752
0x1148501cceb0f7679365c0b8eebb23305c523946,73.00790138110128
0x0ce638e196f5141b9aa2fedc07ea158d94b458f9,71.42438738507475
0x44fbef86239debd8e68a22a9ba58cd7ab6be6947,69.70914590974708
0x961eed3b7d4b7c261ee5b023e5f857af5af1e700,69.23318066378525
0x0f45156f109e474295913d78036fa213b1745d5a,67.74974944162317
0xc8dda504356195ba5344e5a9826ce07dfeaa97b6,66.7111369353403
0x855c4dca95adb9ce63f09b9899882c50ad9cfc8f,63.681419952735716
0xa901368aec255b1e6df31edf8aa735ff16bb12a8,63.66316565640197
0xbbc25274b5b8bb6507b3078e38b56d8901fc4102,63.17053308851447
0x0a573bc3489d3dc339643ce50767c19eeb3fed70,62.801532467492976
0x58c0a5f11469ea49ad1bf0ad0d25a5cae582dd0a,62.24391082166035
0x375f95fb45811ace248adc5baee5228d91ffca50,62.15376455601247
0xaa32b085a44b3ae896c721d2eaf35dc93940d182,59.300600252083846
0x39de56518e136d472ef9645e7d6e1f7c6c8ed37b,59.12097746852686
0xb7f996eb420fe850eae9296647460993fff2cd38,57.9832139923798
0x2459d93923cc940e3aa1935ead83ef8011534bb1,57.59502803626987
0x0f06b02d62f9d6015c6a76c2f0977debb56961bf,56.32288570796633
0x26a22514d3ac0b05e2f4f04df96ef302ba434cbe,55.9220585806503
0x4500438afecbd49df90fc729095c39096002f05e,55.25898855996547
0xd49ca0fcb806d6aad3e40c9bd2bc52d5e031bd22,54.84291106608496
0x843604564aa6fb2a28c06e20b02c30483bc2bcdc,54.28104370751591
0xabe780bdc3872b4dec16bd44b2bb999f9151ae28,52.42863084572529
0x596a7f60a430d3ea672ebd0268cd414a6607b463,51.531279475003714
0xc4e24ff2dee71ff59a3bbb84989a1d2d2426b201,50.70105541019739
0x5b63b4929094c6a68c39f787939b5b318c47272c,49.868092891624826
0xdb08699e15caf56bfa0ed021b361c11ccf57fd68,49.62658216937093
0x97944e369a1af4040816f157134edca8e9f82ecd,48.9531512897745
0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd,48.43562013881294
0xf46a1f58cf4dfa84a34b7253c04b4b9fce3b5f73,47.58582364298954
0xf41274ad0ab41369ac87cc7cad9ccffc9303d777,47.4804066767046
0x9cb7f282b29e5769e2e4c08698184f9649b6087f,46.147060973122976
0x48d93dabf29aa5d86424a90ee60f419f1837649f,44.77516207362554
