token_type,token_address,receiver,value,id
erc20,0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x042B32Ac6b453485e357938bdC38e0340d4b9276,150000,
erc20,0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xD87F434fE6d5B349f4376d2daBA762b213E403c7,51913.076921,
