token,claimable_amount
stkAAVE,5.360288636981851258
CVX,326.201296528177505147
CRV,2146.061161369588849652
bcvxCRV,5698.38760750770188854
bveCVX,1464.375834224759493135
BADGER,681.691612121090332881
WBTC,0.11331925
