token,claimable_amount
stkAAVE,3.383728570394337646
CVX,238.792633493779075527
CRV,1404.662549963406326633
bcvxCRV,4155.057697038782110019
bveCVX,1085.982589383334142877
BADGER,168.023333787146271836
WBTC,0.03709117
