address,chain,label,threshold,owners,known_address
0x6F76C6A1059093E21D8B1C13C4e20D8335e2909F,eth,politician_multisig,3,0x8938bf50d1a3736bdA413510688834540858dAEA,ops_executor2
0x6F76C6A1059093E21D8B1C13C4e20D8335e2909F,eth,politician_multisig,3,0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F,ops_executor1
0x6F76C6A1059093E21D8B1C13C4e20D8335e2909F,eth,politician_multisig,3,0x10C7a2ca16116E5C998Bfa3BC9CEF464475B18ff,ops_executor8
0x9faA327AAF1b564B569Cb0Bc0FDAA87052e8d92c,eth,recovered_multisig,3,0x8938bf50d1a3736bdA413510688834540858dAEA,ops_executor2
0x9faA327AAF1b564B569Cb0Bc0FDAA87052e8d92c,eth,recovered_multisig,3,0x10C7a2ca16116E5C998Bfa3BC9CEF464475B18ff,ops_executor8
0x9faA327AAF1b564B569Cb0Bc0FDAA87052e8d92c,eth,recovered_multisig,3,0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F,ops_executor1
0x9faA327AAF1b564B569Cb0Bc0FDAA87052e8d92c,eth,recovered_multisig,3,0xfA5bb45895Cb3C0aE5B1583Fe068f009A48F0187,False
0x9faA327AAF1b564B569Cb0Bc0FDAA87052e8d92c,eth,recovered_multisig,3,0xC69Fb085481bC8C4bfF99B924076656305D9a25D,ops_executor3
0x9faA327AAF1b564B569Cb0Bc0FDAA87052e8d92c,eth,recovered_multisig,3,0xBB2281cA5B4d07263112604D1F182AD0Ab26a252,ops_executor4
0xD4868d98849a58F743787c77738D808376210292,eth,ops_multisig,3,0x66496eBB9d848C6A8F19612a6Dd10E09954532D0,ops_executor6
0xD4868d98849a58F743787c77738D808376210292,eth,ops_multisig,3,0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F,ops_executor1
0xD4868d98849a58F743787c77738D808376210292,eth,ops_multisig,3,0xaC7B5f4E631b7b5638B9b41d07f1eBED30753f16,False
0xD4868d98849a58F743787c77738D808376210292,eth,ops_multisig,3,0xcDAb3AcC1AD3870a93BB72377092B67e290D76f3,ops_executor5
0xD4868d98849a58F743787c77738D808376210292,eth,ops_multisig,3,0xe24b6bF43d4624B2E146D3F871e19b7ECb811208,False
0xD4868d98849a58F743787c77738D808376210292,eth,ops_multisig,3,0x211b82242076792A07C7554A5B968F0DE4414938,False
0xD4868d98849a58F743787c77738D808376210292,eth,ops_multisig,3,0xe7bab002A39f9672a1bD0E949d3128eeBd883575,False
0xD4868d98849a58F743787c77738D808376210292,eth,ops_multisig,3,0x15b8Fe651C268cfb5b519cC7E98bd45C162313C2,False
0x576cD258835C529B54722F84Bb7d4170aA932C64,eth,ops_multisig_old,3,0x54cF9dF9dCd78E470AB7CB892D7bFbE114c025fc,False
0x576cD258835C529B54722F84Bb7d4170aA932C64,eth,ops_multisig_old,3,0x4C16BF1f3acbCbF2b05291e8120DaCC05c10586E,False
0x576cD258835C529B54722F84Bb7d4170aA932C64,eth,ops_multisig_old,3,0xe24b6bF43d4624B2E146D3F871e19b7ECb811208,False
0x576cD258835C529B54722F84Bb7d4170aA932C64,eth,ops_multisig_old,3,0x59c68A651a1f49C26145666E9D5647B1472912A9,False
0x576cD258835C529B54722F84Bb7d4170aA932C64,eth,ops_multisig_old,3,0x15b8Fe651C268cfb5b519cC7E98bd45C162313C2,False
0x042B32Ac6b453485e357938bdC38e0340d4b9276,eth,treasury_ops_multisig,3,0xaF94D299a73c4545ff702E79D16d9fb1AB5BDAbF,ops_executor10
0x042B32Ac6b453485e357938bdC38e0340d4b9276,eth,treasury_ops_multisig,3,0x66496eBB9d848C6A8F19612a6Dd10E09954532D0,ops_executor6
0x042B32Ac6b453485e357938bdC38e0340d4b9276,eth,treasury_ops_multisig,3,0x59c68A651a1f49C26145666E9D5647B1472912A9,False
0x042B32Ac6b453485e357938bdC38e0340d4b9276,eth,treasury_ops_multisig,3,0x54cF9dF9dCd78E470AB7CB892D7bFbE114c025fc,False
0x042B32Ac6b453485e357938bdC38e0340d4b9276,eth,treasury_ops_multisig,3,0xaaE2051c2f74920C6662EF5C9B0d602C40D36DF4,ops_executor7
0x042B32Ac6b453485e357938bdC38e0340d4b9276,eth,treasury_ops_multisig,3,0xC69Fb085481bC8C4bfF99B924076656305D9a25D,ops_executor3
0x042B32Ac6b453485e357938bdC38e0340d4b9276,eth,treasury_ops_multisig,3,0xBB2281cA5B4d07263112604D1F182AD0Ab26a252,ops_executor4
0x042B32Ac6b453485e357938bdC38e0340d4b9276,eth,treasury_ops_multisig,3,0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F,ops_executor1
0xD0A7A8B98957b9CD3cFB9c0425AbE44551158e9e,eth,treasury_vault_multisig,3,0x15b8Fe651C268cfb5b519cC7E98bd45C162313C2,False
0xD0A7A8B98957b9CD3cFB9c0425AbE44551158e9e,eth,treasury_vault_multisig,3,0x4C16BF1f3acbCbF2b05291e8120DaCC05c10586E,False
0xD0A7A8B98957b9CD3cFB9c0425AbE44551158e9e,eth,treasury_vault_multisig,3,0x54cF9dF9dCd78E470AB7CB892D7bFbE114c025fc,False
0xD0A7A8B98957b9CD3cFB9c0425AbE44551158e9e,eth,treasury_vault_multisig,3,0x59c68A651a1f49C26145666E9D5647B1472912A9,False
0xD0A7A8B98957b9CD3cFB9c0425AbE44551158e9e,eth,treasury_vault_multisig,3,0xaF94D299a73c4545ff702E79D16d9fb1AB5BDAbF,ops_executor10
0xB76782B51BFf9C27bA69C77027e20Abd92Bcf3a8,eth,ibbtc_multisig,3,0xC69Fb085481bC8C4bfF99B924076656305D9a25D,ops_executor3
0xB76782B51BFf9C27bA69C77027e20Abd92Bcf3a8,eth,ibbtc_multisig,3,0x10C7a2ca16116E5C998Bfa3BC9CEF464475B18ff,ops_executor8
0xB76782B51BFf9C27bA69C77027e20Abd92Bcf3a8,eth,ibbtc_multisig,3,0x8938bf50d1a3736bdA413510688834540858dAEA,ops_executor2
0xB76782B51BFf9C27bA69C77027e20Abd92Bcf3a8,eth,ibbtc_multisig,3,0xBB2281cA5B4d07263112604D1F182AD0Ab26a252,ops_executor4
0xB76782B51BFf9C27bA69C77027e20Abd92Bcf3a8,eth,ibbtc_multisig,3,0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F,ops_executor1
0xB76782B51BFf9C27bA69C77027e20Abd92Bcf3a8,eth,ibbtc_multisig,3,0xfA5bb45895Cb3C0aE5B1583Fe068f009A48F0187,False
0xA9ed98B5Fb8428d68664f3C5027c62A10d45826b,eth,bvecvx_voting_multisig,3,0x15b8Fe651C268cfb5b519cC7E98bd45C162313C2,False
0xA9ed98B5Fb8428d68664f3C5027c62A10d45826b,eth,bvecvx_voting_multisig,3,0x4C16BF1f3acbCbF2b05291e8120DaCC05c10586E,False
0xA9ed98B5Fb8428d68664f3C5027c62A10d45826b,eth,bvecvx_voting_multisig,3,0x54cF9dF9dCd78E470AB7CB892D7bFbE114c025fc,False
0xA9ed98B5Fb8428d68664f3C5027c62A10d45826b,eth,bvecvx_voting_multisig,3,0x59c68A651a1f49C26145666E9D5647B1472912A9,False
0xA9ed98B5Fb8428d68664f3C5027c62A10d45826b,eth,bvecvx_voting_multisig,3,0xaF94D299a73c4545ff702E79D16d9fb1AB5BDAbF,ops_executor10
0x30a9c1D258F6c2D23005e6450E72bDD42C541105,eth,payments_multisig,3,0x66496eBB9d848C6A8F19612a6Dd10E09954532D0,ops_executor6
0x30a9c1D258F6c2D23005e6450E72bDD42C541105,eth,payments_multisig,3,0xcDAb3AcC1AD3870a93BB72377092B67e290D76f3,ops_executor5
0x30a9c1D258F6c2D23005e6450E72bDD42C541105,eth,payments_multisig,3,0x15b8Fe651C268cfb5b519cC7E98bd45C162313C2,False
0x30a9c1D258F6c2D23005e6450E72bDD42C541105,eth,payments_multisig,3,0x211b82242076792A07C7554A5B968F0DE4414938,False
0x30a9c1D258F6c2D23005e6450E72bDD42C541105,eth,payments_multisig,3,0xaC7B5f4E631b7b5638B9b41d07f1eBED30753f16,False
0x30a9c1D258F6c2D23005e6450E72bDD42C541105,eth,payments_multisig,3,0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F,ops_executor1
0x30a9c1D258F6c2D23005e6450E72bDD42C541105,eth,payments_multisig,3,0xe24b6bF43d4624B2E146D3F871e19b7ECb811208,False
0x30a9c1D258F6c2D23005e6450E72bDD42C541105,eth,payments_multisig,3,0xe7bab002A39f9672a1bD0E949d3128eeBd883575,False
0x329543f0F4BB134A3f7a826DC32532398B38a3fA,bsc,dev_multisig,2,0xaaE2051c2f74920C6662EF5C9B0d602C40D36DF4,ops_executor7
0x329543f0F4BB134A3f7a826DC32532398B38a3fA,bsc,dev_multisig,2,0x10C7a2ca16116E5C998Bfa3BC9CEF464475B18ff,ops_executor8
0x329543f0F4BB134A3f7a826DC32532398B38a3fA,bsc,dev_multisig,2,0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F,ops_executor1
0x329543f0F4BB134A3f7a826DC32532398B38a3fA,bsc,dev_multisig,2,0xC69Fb085481bC8C4bfF99B924076656305D9a25D,ops_executor3
0x329543f0F4BB134A3f7a826DC32532398B38a3fA,bsc,dev_multisig,2,0xBB2281cA5B4d07263112604D1F182AD0Ab26a252,ops_executor4
0x329543f0F4BB134A3f7a826DC32532398B38a3fA,bsc,dev_multisig,2,0xfA5bb45895Cb3C0aE5B1583Fe068f009A48F0187,False
0xeb7341c89ba46CC7945f75Bd5dD7a04f8FA16327,poly,ops_multisig,3,0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F,ops_executor1
0xeb7341c89ba46CC7945f75Bd5dD7a04f8FA16327,poly,ops_multisig,3,0x8938bf50d1a3736bdA413510688834540858dAEA,ops_executor2
0xeb7341c89ba46CC7945f75Bd5dD7a04f8FA16327,poly,ops_multisig,3,0xBB2281cA5B4d07263112604D1F182AD0Ab26a252,ops_executor4
0xeb7341c89ba46CC7945f75Bd5dD7a04f8FA16327,poly,ops_multisig,3,0xC69Fb085481bC8C4bfF99B924076656305D9a25D,ops_executor3
0xeb7341c89ba46CC7945f75Bd5dD7a04f8FA16327,poly,ops_multisig,3,0xfA5bb45895Cb3C0aE5B1583Fe068f009A48F0187,False
0x4977110Ed3CD5eC5598e88c8965951a47dd4e738,poly,dev_multisig,3,0xe24b6bF43d4624B2E146D3F871e19b7ECb811208,False
0x4977110Ed3CD5eC5598e88c8965951a47dd4e738,poly,dev_multisig,3,0x15b8Fe651C268cfb5b519cC7E98bd45C162313C2,False
0x4977110Ed3CD5eC5598e88c8965951a47dd4e738,poly,dev_multisig,3,0x54cF9dF9dCd78E470AB7CB892D7bFbE114c025fc,False
0x4977110Ed3CD5eC5598e88c8965951a47dd4e738,poly,dev_multisig,3,0x59c68A651a1f49C26145666E9D5647B1472912A9,False
0x4977110Ed3CD5eC5598e88c8965951a47dd4e738,poly,dev_multisig,3,0x4C16BF1f3acbCbF2b05291e8120DaCC05c10586E,False
0x292549E6bd5a41aE4521Bb8679aDA59631B9eD4C,arbitrum,techops_multisig,3,0x10C7a2ca16116E5C998Bfa3BC9CEF464475B18ff,ops_executor8
0x292549E6bd5a41aE4521Bb8679aDA59631B9eD4C,arbitrum,techops_multisig,3,0xBB2281cA5B4d07263112604D1F182AD0Ab26a252,ops_executor4
0x292549E6bd5a41aE4521Bb8679aDA59631B9eD4C,arbitrum,techops_multisig,3,0xC69Fb085481bC8C4bfF99B924076656305D9a25D,ops_executor3
0x292549E6bd5a41aE4521Bb8679aDA59631B9eD4C,arbitrum,techops_multisig,3,0x8938bf50d1a3736bdA413510688834540858dAEA,ops_executor2
0x292549E6bd5a41aE4521Bb8679aDA59631B9eD4C,arbitrum,techops_multisig,3,0xfA5bb45895Cb3C0aE5B1583Fe068f009A48F0187,False
0x292549E6bd5a41aE4521Bb8679aDA59631B9eD4C,arbitrum,techops_multisig,3,0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F,ops_executor1
0xb364bAb258ad35dd83c7dd4E8AC78676b7aa1e9F,arbitrum,dev_multisig,3,0x69874C84a30A3742cC2b624238CfEEa24CF5eF82,False
0xb364bAb258ad35dd83c7dd4E8AC78676b7aa1e9F,arbitrum,dev_multisig,3,0xC69Fb085481bC8C4bfF99B924076656305D9a25D,ops_executor3
0xb364bAb258ad35dd83c7dd4E8AC78676b7aa1e9F,arbitrum,dev_multisig,3,0xaF94D299a73c4545ff702E79D16d9fb1AB5BDAbF,ops_executor10
0xb364bAb258ad35dd83c7dd4E8AC78676b7aa1e9F,arbitrum,dev_multisig,3,0x54cF9dF9dCd78E470AB7CB892D7bFbE114c025fc,False
0xb364bAb258ad35dd83c7dd4E8AC78676b7aa1e9F,arbitrum,dev_multisig,3,0x59c68A651a1f49C26145666E9D5647B1472912A9,False
0xb364bAb258ad35dd83c7dd4E8AC78676b7aa1e9F,arbitrum,dev_multisig,3,0x96AC69183216074dd8CFA7A380e873380445EaDc,ops_deployer6
0x4c56ee3295042f8A5dfC83e770a21c707CB46f5b,ftm,dev_multisig,3,0xfA5bb45895Cb3C0aE5B1583Fe068f009A48F0187,False
0x4c56ee3295042f8A5dfC83e770a21c707CB46f5b,ftm,dev_multisig,3,0xC69Fb085481bC8C4bfF99B924076656305D9a25D,ops_executor3
0x4c56ee3295042f8A5dfC83e770a21c707CB46f5b,ftm,dev_multisig,3,0xBB2281cA5B4d07263112604D1F182AD0Ab26a252,ops_executor4
0x4c56ee3295042f8A5dfC83e770a21c707CB46f5b,ftm,dev_multisig,3,0x15b8Fe651C268cfb5b519cC7E98bd45C162313C2,False
0x4c56ee3295042f8A5dfC83e770a21c707CB46f5b,ftm,dev_multisig,3,0x4C16BF1f3acbCbF2b05291e8120DaCC05c10586E,False
0x4c56ee3295042f8A5dfC83e770a21c707CB46f5b,ftm,dev_multisig,3,0x54cF9dF9dCd78E470AB7CB892D7bFbE114c025fc,False
0x4c56ee3295042f8A5dfC83e770a21c707CB46f5b,ftm,dev_multisig,3,0x59c68A651a1f49C26145666E9D5647B1472912A9,False
0x4c56ee3295042f8A5dfC83e770a21c707CB46f5b,ftm,dev_multisig,3,0xaF94D299a73c4545ff702E79D16d9fb1AB5BDAbF,ops_executor10
0x781E82D5D49042baB750efac91858cB65C6b0582,ftm,techops_multisig,3,0xfA5bb45895Cb3C0aE5B1583Fe068f009A48F0187,False
0x781E82D5D49042baB750efac91858cB65C6b0582,ftm,techops_multisig,3,0x10C7a2ca16116E5C998Bfa3BC9CEF464475B18ff,ops_executor8
0x781E82D5D49042baB750efac91858cB65C6b0582,ftm,techops_multisig,3,0x8938bf50d1a3736bdA413510688834540858dAEA,ops_executor2
0x781E82D5D49042baB750efac91858cB65C6b0582,ftm,techops_multisig,3,0xBB2281cA5B4d07263112604D1F182AD0Ab26a252,ops_executor4
0x781E82D5D49042baB750efac91858cB65C6b0582,ftm,techops_multisig,3,0xC69Fb085481bC8C4bfF99B924076656305D9a25D,ops_executor3
0x781E82D5D49042baB750efac91858cB65C6b0582,ftm,techops_multisig,3,0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F,ops_executor1
0xf109c50684EFa12d4dfBF501eD4858F25A4300B3,ftm,treasury_ops_multisig,3,0x54cF9dF9dCd78E470AB7CB892D7bFbE114c025fc,False
0xf109c50684EFa12d4dfBF501eD4858F25A4300B3,ftm,treasury_ops_multisig,3,0x59c68A651a1f49C26145666E9D5647B1472912A9,False
0xf109c50684EFa12d4dfBF501eD4858F25A4300B3,ftm,treasury_ops_multisig,3,0x66496eBB9d848C6A8F19612a6Dd10E09954532D0,ops_executor6
0xf109c50684EFa12d4dfBF501eD4858F25A4300B3,ftm,treasury_ops_multisig,3,0xBB2281cA5B4d07263112604D1F182AD0Ab26a252,ops_executor4
0xf109c50684EFa12d4dfBF501eD4858F25A4300B3,ftm,treasury_ops_multisig,3,0xC69Fb085481bC8C4bfF99B924076656305D9a25D,ops_executor3
0xf109c50684EFa12d4dfBF501eD4858F25A4300B3,ftm,treasury_ops_multisig,3,0xaF94D299a73c4545ff702E79D16d9fb1AB5BDAbF,ops_executor10
0xf109c50684EFa12d4dfBF501eD4858F25A4300B3,ftm,treasury_ops_multisig,3,0xaaE2051c2f74920C6662EF5C9B0d602C40D36DF4,ops_executor7
0xf109c50684EFa12d4dfBF501eD4858F25A4300B3,ftm,treasury_ops_multisig,3,0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F,ops_executor1
0x45b798384c236ef0d78311D98AcAEc222f8c6F54,ftm,treasury_vault_multisig,3,0x15b8Fe651C268cfb5b519cC7E98bd45C162313C2,False
0x45b798384c236ef0d78311D98AcAEc222f8c6F54,ftm,treasury_vault_multisig,3,0x4C16BF1f3acbCbF2b05291e8120DaCC05c10586E,False
0x45b798384c236ef0d78311D98AcAEc222f8c6F54,ftm,treasury_vault_multisig,3,0x54cF9dF9dCd78E470AB7CB892D7bFbE114c025fc,False
0x45b798384c236ef0d78311D98AcAEc222f8c6F54,ftm,treasury_vault_multisig,3,0x59c68A651a1f49C26145666E9D5647B1472912A9,False
0x45b798384c236ef0d78311D98AcAEc222f8c6F54,ftm,treasury_vault_multisig,3,0xaF94D299a73c4545ff702E79D16d9fb1AB5BDAbF,ops_executor10
