token_type,token_address,receiver,value,id
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x53461E4fddcC1385f1256Ae24ce3505Be664f249,902.3502818045448,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x7b2366996A64effE1aF089fA64e9cf4361FddC6e,204.5480680602220,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x4aE958B4dE0e6f21d51e73625fb9D5E0C3B0985f,172.4523350216961,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x564B1a055D9caaaFF7435dcE6B5F6E522b27dE7d,111.0346485252813,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xeD5e679d74273Ca5C319DAc2229f2e87E20903Ea,61.42452663904594,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xd95aB69ca45EbF9d8b0b097D7A3817CE77cED518,59.66300785551758,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xE5350E927B904FdB4d2AF55C566E269BB3df1941,37.64048382309108,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x4718fc7E40092A9d5FC584699AEA1AA4c6f63D33,34.52757589323126,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x73a6A002B9538F636FbfE6bfB8b7440b8b3A510E,30.10746548980234,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x6d0BBe84eBa47434a0004fc65797B87eF1C913b7,25.88985742835670,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x7338afb07db145220849B04A45243956f20B14d9,24.57516176389680,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x72b40Caa258c237c6F5947E291650808B913e9fC,13.25635561843067,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xFc7e2b665062B127047171eBb5000d53880Bc88c,12.43807354052433,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xa669070D106E96CC2390523E9745B425a1b3a0E0,20.74215353300360,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x4c46f9a3Da4F7F2911e29dae334ebCf09101a669,20.02572397362258,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xE107a20CE3836329a3C310E9A2DA812CFB177F72,9.150103264742774,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x1eccd61c9fa53a8D2e823A26cD72A7efD7D0E92e,14.22286818093572,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x7Fe978F80ed1830367Db86AdEFe305e58777B602,12.39696986993932,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xB64cAa9388ADE265084293E552632D624Df1F7c3,10.94645300356953,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xC84350BcE9259D11f7518564520c9D3d6DDe3871,5.622213577619092,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x0e61dae710688C22d8f6D0C3Fdd1735d27dDff8f,10.00347751329269,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x592677809F71980a25836B326686e55B013108a1,9.705220599031406,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xd2F2f6b0F48e7a12496D8C9f7A2C18e6b76e49e0,9.614400660149870,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xA41F3ACD3f6549D929674283C1C37b09B4EC27Ff,9.291993857749724,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xe649EDCB64ea6512A95b150dA18bfD20C84bC549,8.953563114024170,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x531A5Ef1f48834cbaADCffe8c4e7Dd0D51dB9EDF,8.283184512634640,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x42929deB1c01e8B2D1466C5572E517B4456e4AC2,7.567826112331342,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x6314Ec8d6bCB8cE2344eB462610ac21692a81f79,7.441734786158510,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x0b0E1670e2a5cfb56898760403C912402c9e597a,7.379392747289950,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xaEBCc707edac413af8782c5bB1A29A6B2d904719,6.226204495977462,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xA77d0868A5604D3B525Cd323cA4cB04D6d11F279,5.920505216676986,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xCba1A275e2D858EcffaF7a87F606f74B719a8A93,5.866990515633600,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x7df6C4aA3144d6f5335f49bF8383f3deE6ca7334,5.714528536419702,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x82d8d99955e38239d865A9dd0D44EF5DD06bA99c,5.531183175018186,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x22866c5c7F2b5475Cff41465C53aA813b4c22B13,2.861216188971664,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x349Fa05334c0A0eDc9D34aCf088F8b85C87ED9b7,5.158799765830146,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x87885AaEEdED51C7e3858a782644F5d89759f245,5.063267703619842,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x097790D228a564CBC7012F082CbCbc28288397BD,4.950339670293838,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x465b357Bbac5F6f3BC78669Db6980f9Eaa21D0C2,4.710645084863582,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xb3F09f6D5D1d22579383e56123B7C360F343e255,4.503451142483320,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xB1C120957a5b5C45A15fd6e5E17f5A2B70bF49d0,4.288821834931944,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xf740094c0974cAFc66a99d397Cebb0012551Ad33,4.283584758343454,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x10bF46c783e12b63766Dc07a71408b44d8D3621E,4.255115399242914,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x596A7F60a430d3ea672EbD0268CD414A6607B463,4.187429637065636,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x59962c3078852Ff7757babf525F90CDffD3FdDf0,3.994743441952472,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x7AA1feD31FF356dBA66f551c232b5770442b41Aa,3.538938461841744,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x48563b586c509FAEa52e17CC42F83f14b1D3759b,3.512221409977474,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xB15F67621Eb58f12865E327edf0c850bD75a0b57,3.074970620955454,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x4a7fD8f063A6EbA78F731f562a5a1E9fBB3313Bb,3.045347752744382,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x0079CE80043EDc3325598e4A3b6293ab779bf174,2.748732122764764,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x6B92686c40747C85809a6772D0eda8e22a77C60c,2.479272625733210,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xdc308F2d2f00889041e74B9C3d6e6B8Ad57d81de,1.314901422265163,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xD4e84e1A4907190e3F9718adfbd1f00B0b9BE7d8,2.395229109129622,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x0f06B02D62f9d6015C6A76C2f0977debb56961bF,2.233627256055294,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x1fafb618033Fb07d3a99704a47451971976CB586,1.353428703355841,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0x138Dd537D56F2F2761a6fC0A2A0AcE67D55480FE,2.141978532960312,
erc20,0x6aF7377b5009d7d154F36FE9e235aE1DA27Aea22,0xb84848Ce4a46a44f06864B5deCc2fe07b842CF30,2.131173638405244,
