token,claimable_amount
stkAAVE,1.9765600665875134
CVX,87.40866303439844
CRV,741.3986114061822
bcvxCRV,1543.3299104689195
bveCVX,378.3932448414255
BADGER,513.668278333944
WBTC,0.07622808
